,leading_space_count,table_index,synonym_index,modifies_line,line,synonym_name,affix_type,affix
148903,5,3066,0,-1,     RECORD               WK-TSMUCP22                              VER     1 D  SUFFIX -CP22M,WK-TSMUCP22,SUFFIX,-CP22M
148927,5,3067,0,-1,     RECORD               WK-TSMUCP23                              VER     1 D  SUFFIX -CP23,WK-TSMUCP23,SUFFIX,-CP23
148945,5,3068,0,-1,     RECORD               WK-TSMUCP24                              VER     8 D,WK-TSMUCP24,,
148951,5,3069,0,-1,     RECORD               WK-TSMUCP27                              VER     1 D  SUFFIX -CP27M,WK-TSMUCP27,SUFFIX,-CP27M
148974,5,3070,0,-1,     RECORD               WK-TSMUCP27                              VER     8 D  SUFFIX -CP27M,WK-TSMUCP27,SUFFIX,-CP27M
148996,5,3071,0,-1,     RECORD               WK-TSMUCP27                              VER     9 D,WK-TSMUCP27,,
149016,5,3072,0,-1,     RECORD               WK-TSMUCP28                              VER     8 D  SUFFIX -CP28M,WK-TSMUCP28,SUFFIX,-CP28M
149040,5,3073,0,-1,     RECORD               WK-TSMUCP29                              VER     1 D  SUFFIX -CP29M,WK-TSMUCP29,SUFFIX,-CP29M
149060,5,3074,0,-1,     RECORD               WK-TSMUCP31                              VER     1 D  SUFFIX -CP31M,WK-TSMUCP31,SUFFIX,-CP31M
149083,5,3075,0,-1,     RECORD               WK-TSMUCP31                              VER     2 D  SUFFIX -CP31M,WK-TSMUCP31,SUFFIX,-CP31M
149104,5,3076,0,-1,     RECORD               WK-TSMUCP31                              VER     8 D,WK-TSMUCP31,,
149125,5,3077,0,-1,     RECORD               WK-TSMUCP7B                              VER     1 D  SUFFIX -CP7B,WK-TSMUCP7B,SUFFIX,-CP7B
149160,5,3078,0,-1,     RECORD               WK-TSMUCP7B                              VER     2 D  SUFFIX -CP7B,WK-TSMUCP7B,SUFFIX,-CP7B
149188,5,3079,0,-1,     RECORD               WK-TSMUCP7B                              VER     8 D  SUFFIX -CP7B,WK-TSMUCP7B,SUFFIX,-CP7B
149223,5,3080,0,-1,     RECORD               WK-TSMUCP7B                              VER     9 D,WK-TSMUCP7B,,
149253,5,3081,0,-1,     RECORD               WK-TSMUCP9A                              VER     1 D  SUFFIX -CP9AM,WK-TSMUCP9A,SUFFIX,-CP9AM
149308,5,3082,0,-1,     RECORD               WK-TSMUCP9A                              VER     2 D,WK-TSMUCP9A,,
149360,5,3083,0,-1,     RECORD               WK-TSMUCP9B                              VER     1 D  SUFFIX -CP9BM,WK-TSMUCP9B,SUFFIX,-CP9BM
149409,5,3084,0,-1,     RECORD               WK-TSMUCP9B                              VER     8 D  SUFFIX -CP9BM,WK-TSMUCP9B,SUFFIX,-CP9BM
149464,5,3085,0,-1,     RECORD               WK-TSMUCP9C                              VER     1 D  SUFFIX -CP9CM,WK-TSMUCP9C,SUFFIX,-CP9CM
149504,5,3086,0,-1,     RECORD               WK-TSMUHP02                              VER     1 D  SUFFIX -HP02M,WK-TSMUHP02,SUFFIX,-HP02M
149522,5,3087,0,-1,     RECORD               WK-TSMUHP03                              VER     1 D  SUFFIX -HP03M,WK-TSMUHP03,SUFFIX,-HP03M
149541,5,3088,0,-1,     RECORD               WK-TSMUSM01                              VER     1 D  SUFFIX -M01,WK-TSMUSM01,SUFFIX,-M01
149548,5,3089,0,-1,     RECORD               WK-TSMUSM10                              VER     1 D  SUFFIX -M010,WK-TSMUSM10,SUFFIX,-M010
149562,5,3090,0,-1,     RECORD               WK-TSMUSM40                              VER     1 D  SUFFIX -M040,WK-TSMUSM40,SUFFIX,-M040
149574,5,3091,0,-1,     RECORD               WK-TSMUSM41                              VER     1 D  SUFFIX -M041,WK-TSMUSM41,SUFFIX,-M041
149595,5,3092,0,-1,     RECORD               WK-TSMUSM50                              VER     1 D  SUFFIX -M050,WK-TSMUSM50,SUFFIX,-M050
149605,5,3093,0,-1,     RECORD               WK-TSMUSM60                              VER     1 D  SUFFIX -M060,WK-TSMUSM60,SUFFIX,-M060
149617,5,3094,0,-1,     RECORD               WK-TSMUSM80                              VER     1 D  SUFFIX -M080,WK-TSMUSM80,SUFFIX,-M080
149625,5,3094,1,-1,     RECORD SYNONYM       SUF                                      VER     1 D,SUF,,
149637,5,3095,0,-1,     RECORD               WK-TSSGBI51                              VER     1 D  SUFFIX -GBI51S,WK-TSSGBI51,SUFFIX,-GBI51S
149650,5,3096,0,-1,     RECORD               WK-TSSGCP01                              VER     1 D  SUFFIX -GCP01S,WK-TSSGCP01,SUFFIX,-GCP01S
149664,5,3097,0,-1,     RECORD               WK-TSSGCP01                              VER     8 D,WK-TSSGCP01,,
149676,5,3098,0,-1,     RECORD               WK-TSSUBI52                              VER     1 D  SUFFIX -BI52S,WK-TSSUBI52,SUFFIX,-BI52S
149688,5,3099,0,-1,     RECORD               WK-TSSUCP02                              VER     1 D  SUFFIX -CP02S,WK-TSSUCP02,SUFFIX,-CP02S
149700,5,3100,0,-1,     RECORD               WK-TSTUBI52                              VER     1 D  SUFFIX -BI52T,WK-TSTUBI52,SUFFIX,-BI52T
149711,5,3101,0,-1,     RECORD               WK-TSTUCP02                              VER     1 D  SUFFIX -CP02T,WK-TSTUCP02,SUFFIX,-CP02T
149722,5,3102,0,-1,     RECORD               WK-TSTUCP05                              VER     1 D  SUFFIX -CP05T,WK-TSTUCP05,SUFFIX,-CP05T
149733,5,3103,0,-1,     RECORD               WK-TSTUCP12                              VER     1 D  SUFFIX -CP12T,WK-TSTUCP12,SUFFIX,-CP12T
149751,5,3104,0,-1,     RECORD               WK-TSTUCP13                              VER     1 D  SUFFIX -CP13T,WK-TSTUCP13,SUFFIX,-CP13T
149768,5,3105,0,-1,     RECORD               WK-TSTUCP14                              VER     1 D  SUFFIX -CP14T,WK-TSTUCP14,SUFFIX,-CP14T
149784,5,3106,0,-1,     RECORD               WK-TSTUCP15                              VER     1 D  SUFFIX -CP15T,WK-TSTUCP15,SUFFIX,-CP15T
149803,5,3107,0,-1,     RECORD               WK-TSWUBI55                              VER     1 D  SUFFIX -BI55W,WK-TSWUBI55,SUFFIX,-BI55W
149821,5,3108,0,-1,     RECORD               WK-TSWUBI56                              VER     1 D  SUFFIX -BI56W,WK-TSWUBI56,SUFFIX,-BI56W
149829,5,3109,0,-1,     RECORD               WK-TSWUCP05                              VER     1 D  SUFFIX -CP05W,WK-TSWUCP05,SUFFIX,-CP05W
149847,5,3110,0,-1,     RECORD               WK-TSWUCP08                              VER     1 D  SUFFIX -CP08W,WK-TSWUCP08,SUFFIX,-CP08W
149856,5,3111,0,-1,     RECORD               WK-TSWUCP14                              VER     1 D  SUFFIX -CP14W,WK-TSWUCP14,SUFFIX,-CP14W
149881,5,3112,0,-1,     RECORD               WK-TSWUHP02                              VER     1 D  SUFFIX -HP02W,WK-TSWUHP02,SUFFIX,-HP02W
149893,5,3113,0,-1,     RECORD               WK-TSWUSM40                              VER     1 D,WK-TSWUSM40,,
149904,5,3114,0,-1,     RECORD               WK-TSWUSM80                              VER     1 D,WK-TSWUSM80,,
149914,5,3115,0,-1,     RECORD               WK-UN-INQ                                VER     1 D,WK-UN-INQ,,
150027,5,3116,0,-1,     RECORD               WK-UPDTE-PRE-PYMT-RCRD                   VER     1 D  SUFFIX -UP,WK-UPDTE-PRE-PYMT-RCRD,SUFFIX,-UP
150043,5,3117,0,-1,     RECORD               WK-USEFDS-MFH                            VER     1 D  PREFIX W209-,WK-USEFDS-MFH,PREFIX,W209-
150082,5,3118,0,-1,     RECORD               WK-USER-AUTHY                            VER     1 D  PREFIX WK01-,WK-USER-AUTHY,PREFIX,WK01-
150098,5,3119,0,-1,     RECORD               WK-USER-ID-ST-CDE                        VER     1 D,WK-USER-ID-ST-CDE,,
150106,5,3120,0,-1,     RECORD               WK-VOUCHER-MFH                           VER     1 D  PREFIX W210-,WK-VOUCHER-MFH,PREFIX,W210-
150136,5,3121,0,-1,     RECORD               WK-VRFCTN-RCRD                           VER     1 D  SUFFIX -WKVR,WK-VRFCTN-RCRD,SUFFIX,-WKVR
150149,5,3122,0,-1,     RECORD               WK-WOBLVO-TRNSCTN-DESC-RCRD              VER     1 D  SUFFIX -TD,WK-WOBLVO-TRNSCTN-DESC-RCRD,SUFFIX,-TD
150178,5,3123,0,-1,     RECORD               WK-WW33B                                 VER     1 D  SUFFIX -WW33B,WK-WW33B,SUFFIX,-WW33B
150197,5,3124,0,-1,     RECORD               WK-WW33C                                 VER     1 D  SUFFIX -WW33C,WK-WW33C,SUFFIX,-WW33C
150215,5,3125,0,-1,     RECORD               WK-XTRACT-RCRD                           VER     1 D  SUFFIX -X1,WK-XTRACT-RCRD,SUFFIX,-X1
150252,5,3126,0,-1,     RECORD               WK-1A-EDIT                               VER     1 D,WK-1A-EDIT,,
150259,5,3127,0,-1,     RECORD               WK-1A-RCRD                               VER     1 D  SUFFIX -1A,WK-1A-RCRD,SUFFIX,-1A
150327,5,3128,0,-1,     RECORD               WK-1A-RCRD-ADDED                         VER     1 D,WK-1A-RCRD-ADDED,,
150340,5,3129,0,-1,     RECORD               WK-1A-SAVE-RCRD                          VER     1 D  SUFFIX -1A-SV,WK-1A-SAVE-RCRD,SUFFIX,-1A-SV
150418,5,3130,0,-1,     RECORD               WK-1A-SAVE-RCRD                          VER     8 D  SUFFIX -1A-SV,WK-1A-SAVE-RCRD,SUFFIX,-1A-SV
150507,5,3131,0,-1,     RECORD               WK-1A-19                                 VER     1 D,WK-1A-19,,
150537,5,3132,0,-1,     RECORD               WK-1A-29                                 VER     1 D,WK-1A-29,,
150579,5,3133,0,-1,     RECORD               WK-1A-39                                 VER     1 D,WK-1A-39,,
150612,5,3134,0,-1,     RECORD               WK-1A-49                                 VER     1 D,WK-1A-49,,
150654,5,3135,0,-1,     RECORD               WK-1A-59                                 VER     1 D,WK-1A-59,,
150681,5,3136,0,-1,     RECORD               WK-1C-A5                                 VER     1 D  SUFFIX -1CA5,WK-1C-A5,SUFFIX,-1CA5
150724,5,3137,0,-1,     RECORD               WK-1C-B5                                 VER     1 D  SUFFIX -1CB5,WK-1C-B5,SUFFIX,-1CB5
150767,5,3138,0,-1,     RECORD               WK-1C-C5                                 VER     1 D  SUFFIX -1CC5,WK-1C-C5,SUFFIX,-1CC5
150810,5,3139,0,-1,     RECORD               WK-1C-D5                                 VER     1 D  SUFFIX -1CD5,WK-1C-D5,SUFFIX,-1CD5
150853,5,3140,0,-1,     RECORD               WK-1C-E5                                 VER     1 D  SUFFIX -1CE5,WK-1C-E5,SUFFIX,-1CE5
150896,5,3141,0,-1,     RECORD               WK-1C-F5                                 VER     1 D  SUFFIX -1CF5,WK-1C-F5,SUFFIX,-1CF5
150939,5,3142,0,-1,     RECORD               WK-1C-G5                                 VER     1 D  SUFFIX -1CG5,WK-1C-G5,SUFFIX,-1CG5
150982,5,3143,0,-1,     RECORD               WK-1C-H5                                 VER     1 D  SUFFIX -1CH5,WK-1C-H5,SUFFIX,-1CH5
151025,5,3144,0,-1,     RECORD               WK-1C-I5                                 VER     1 D  SUFFIX -1CI5,WK-1C-I5,SUFFIX,-1CI5
151068,5,3145,0,-1,     RECORD               WK-1C-J5                                 VER     1 D  SUFFIX -1CJ5,WK-1C-J5,SUFFIX,-1CJ5
151111,5,3146,0,-1,     RECORD               WK-1C-K5                                 VER     1 D  SUFFIX -1CK5,WK-1C-K5,SUFFIX,-1CK5
151154,5,3147,0,-1,     RECORD               WK-1C-L5                                 VER     1 D  SUFFIX -1CL5,WK-1C-L5,SUFFIX,-1CL5
151197,5,3148,0,-1,     RECORD               WK-1C-M5                                 VER     1 D  SUFFIX -1CM5,WK-1C-M5,SUFFIX,-1CM5
151240,5,3149,0,-1,     RECORD               WK-1C-N5                                 VER     1 D  SUFFIX -1CN5,WK-1C-N5,SUFFIX,-1CN5
151278,5,3150,0,-1,     RECORD               WK-1C-RCRD                               VER     1 D  SUFFIX -1C,WK-1C-RCRD,SUFFIX,-1C
151297,5,3151,0,-1,     RECORD               WK-1C-SAVE-RCRD                          VER     1 D  SUFFIX -1C-SV,WK-1C-SAVE-RCRD,SUFFIX,-1C-SV
151308,5,3152,0,-1,     RECORD               WK-1C-12                                 VER     1 D  SUFFIX -1C12,WK-1C-12,SUFFIX,-1C12
151343,5,3153,0,-1,     RECORD               WK-1C-13                                 VER     1 D  SUFFIX -1C13,WK-1C-13,SUFFIX,-1C13
151366,5,3154,0,-1,     RECORD               WK-1C-22                                 VER     1 D  SUFFIX -1C22,WK-1C-22,SUFFIX,-1C22
151395,5,3155,0,-1,     RECORD               WK-1C-23                                 VER     1 D  SUFFIX -1C23,WK-1C-23,SUFFIX,-1C23
151413,5,3156,0,-1,     RECORD               WK-1C2-RCRD                              VER     1 D,WK-1C2-RCRD,,
151419,5,3157,0,-1,     RECORD               WK-1D-PLUS-RCRD                          VER     1 D  SUFFIX -1D,WK-1D-PLUS-RCRD,SUFFIX,-1D
151464,5,3158,0,-1,     RECORD               WK-1D-PLUS-RCRD                          VER     8 D  SUFFIX -1D,WK-1D-PLUS-RCRD,SUFFIX,-1D
151503,5,3159,0,-1,     RECORD               WK-1D-RCRD                               VER     1 D  SUFFIX -1D,WK-1D-RCRD,SUFFIX,-1D
151523,5,3160,0,-1,     RECORD               WK-1D-RCRD                               VER     8 D  SUFFIX -1D,WK-1D-RCRD,SUFFIX,-1D
151539,5,3161,0,-1,     RECORD               WK-1D-WRK-RCRD                           VER     1 D  SUFFIX -1D,WK-1D-WRK-RCRD,SUFFIX,-1D
151548,5,3162,0,-1,     RECORD               WK-1D-02                                 VER     1 D  SUFFIX -1D02,WK-1D-02,SUFFIX,-1D02
151578,5,3163,0,-1,     RECORD               WK-1D-12                                 VER     1 D  SUFFIX -1D12,WK-1D-12,SUFFIX,-1D12
151605,5,3164,0,-1,     RECORD               WK-1F-A2                                 VER     1 D  SUFFIX -1FA2,WK-1F-A2,SUFFIX,-1FA2
151651,5,3165,0,-1,     RECORD               WK-1F-A5                                 VER     1 D  SUFFIX -1FA5,WK-1F-A5,SUFFIX,-1FA5
151698,5,3166,0,-1,     RECORD               WK-1F-B5                                 VER     1 D  SUFFIX -1FB5,WK-1F-B5,SUFFIX,-1FB5
151742,5,3167,0,-1,     RECORD               WK-1F-C5                                 VER     1 D  SUFFIX -1FC5,WK-1F-C5,SUFFIX,-1FC5
151782,5,3168,0,-1,     RECORD               WK-1F-DTE-WRK-RCRD                       VER     1 D  PREFIX W1F-DTE-,WK-1F-DTE-WRK-RCRD,PREFIX,W1F-DTE-
151804,5,3169,0,-1,     RECORD               WK-1F-D5                                 VER     1 D  SUFFIX -1FD5,WK-1F-D5,SUFFIX,-1FD5
151847,5,3170,0,-1,     RECORD               WK-1F-E5                                 VER     1 D  SUFFIX -1FE5,WK-1F-E5,SUFFIX,-1FE5
151890,5,3171,0,-1,     RECORD               WK-1F-F5                                 VER     1 D  SUFFIX -1FF5,WK-1F-F5,SUFFIX,-1FF5
151933,5,3172,0,-1,     RECORD               WK-1F-G5                                 VER     1 D  SUFFIX -1FG5,WK-1F-G5,SUFFIX,-1FG5
151976,5,3173,0,-1,     RECORD               WK-1F-H5                                 VER     1 D  SUFFIX -1FH5,WK-1F-H5,SUFFIX,-1FH5
152019,5,3174,0,-1,     RECORD               WK-1F-I5                                 VER     1 D  SUFFIX -1FI5,WK-1F-I5,SUFFIX,-1FI5
152062,5,3175,0,-1,     RECORD               WK-1F-J5                                 VER     1 D  SUFFIX -1FJ5,WK-1F-J5,SUFFIX,-1FJ5
152105,5,3176,0,-1,     RECORD               WK-1F-K5                                 VER     1 D  SUFFIX -1FK5,WK-1F-K5,SUFFIX,-1FK5
152148,5,3177,0,-1,     RECORD               WK-1F-L5                                 VER     1 D  SUFFIX -1FL5,WK-1F-L5,SUFFIX,-1FL5
152190,5,3178,0,-1,     RECORD               WK-1F-MAP-RCRD                           VER     1 D  SUFFIX -1F,WK-1F-MAP-RCRD,SUFFIX,-1F
152239,5,3179,0,-1,     RECORD               WK-1F-MAP-RCRD                           VER     8 D  SUFFIX -1F,WK-1F-MAP-RCRD,SUFFIX,-1F
152280,5,3180,0,-1,     RECORD               WK-1F-M5                                 VER     1 D  SUFFIX -1FM5,WK-1F-M5,SUFFIX,-1FM5
152323,5,3181,0,-1,     RECORD               WK-1F-N5                                 VER     1 D  SUFFIX -1FN5,WK-1F-N5,SUFFIX,-1FN5
152365,5,3182,0,-1,     RECORD               WK-1F-RCRD                               VER     1 D  SUFFIX -1F,WK-1F-RCRD,SUFFIX,-1F
152422,5,3183,0,-1,     RECORD               WK-1F-SAVE-RCRD                          VER     1 D  SUFFIX -1F,WK-1F-SAVE-RCRD,SUFFIX,-1F
152463,5,3184,0,-1,     RECORD               WK-1F-SAVE-RCRD                          VER     8 D,WK-1F-SAVE-RCRD,,
152493,5,3185,0,-1,     RECORD               WK-1F-WRK-RCRD                           VER     1 D  PREFIX W1F-,WK-1F-WRK-RCRD,PREFIX,W1F-
152555,5,3186,0,-1,     RECORD               WK-1F-02                                 VER     1 D  SUFFIX -1F02,WK-1F-02,SUFFIX,-1F02
152583,5,3187,0,-1,     RECORD               WK-1F-13                                 VER     1 D  SUFFIX -1F13,WK-1F-13,SUFFIX,-1F13
152611,5,3188,0,-1,     RECORD               WK-1F-16                                 VER     1 D  SUFFIX -1F16,WK-1F-16,SUFFIX,-1F16
152643,5,3189,0,-1,     RECORD               WK-1F-23                                 VER     1 D  SUFFIX -1F23,WK-1F-23,SUFFIX,-1F23
152670,5,3190,0,-1,     RECORD               WK-1F-26                                 VER     1 D  SUFFIX -1F26,WK-1F-26,SUFFIX,-1F26
152699,5,3191,0,-1,     RECORD               WK-1G-COMPARE-RCRD                       VER     1 D  SUFFIX -1G-CMP,WK-1G-COMPARE-RCRD,SUFFIX,-1G-CMP
152712,5,3192,0,-1,     RECORD               WK-1G-RCRD                               VER     1 D  SUFFIX -1G,WK-1G-RCRD,SUFFIX,-1G
152767,5,3193,0,-1,     RECORD               WK-1G-RCRD                               VER     8 D  SUFFIX -1G,WK-1G-RCRD,SUFFIX,-1G
152817,5,3194,0,-1,     RECORD               WK-1G-SAVE-RCRD                          VER     1 D  SUFFIX -1G-SV,WK-1G-SAVE-RCRD,SUFFIX,-1G-SV
152877,5,3195,0,-1,     RECORD               WK-1G-03                                 VER     1 D  SUFFIX -1G03,WK-1G-03,SUFFIX,-1G03
152911,5,3196,0,-1,     RECORD               WK-1G-05                                 VER     1 D,WK-1G-05,,
152946,5,3197,0,-1,     RECORD               WK-1G-15                                 VER     1 D  SUFFIX -1G15,WK-1G-15,SUFFIX,-1G15
152969,5,3198,0,-1,     RECORD               WK-1G-25                                 VER     1 D  SUFFIX -1G25,WK-1G-25,SUFFIX,-1G25
153003,5,3199,0,-1,     RECORD               WK-1G-35                                 VER     1 D  SUFFIX -1G35,WK-1G-35,SUFFIX,-1G35
153031,5,3200,0,-1,     RECORD               WK-1G-4A                                 VER     1 D  SUFFIX -1G4A,WK-1G-4A,SUFFIX,-1G4A
153075,5,3201,0,-1,     RECORD               WK-1G-4B                                 VER     1 D  SUFFIX -1G4B,WK-1G-4B,SUFFIX,-1G4B
153118,5,3202,0,-1,     RECORD               WK-1G-4C                                 VER     1 D  SUFFIX -1G4C,WK-1G-4C,SUFFIX,-1G4C
153161,5,3203,0,-1,     RECORD               WK-1G-4D                                 VER     1 D  SUFFIX -1G4D,WK-1G-4D,SUFFIX,-1G4D
153206,5,3204,0,-1,     RECORD               WK-1G-4E                                 VER     1 D  SUFFIX -1G4E,WK-1G-4E,SUFFIX,-1G4E
153251,5,3205,0,-1,     RECORD               WK-1G-4F                                 VER     1 D  SUFFIX -1G4F,WK-1G-4F,SUFFIX,-1G4F
153295,5,3206,0,-1,     RECORD               WK-1G-4G                                 VER     1 D  SUFFIX -1G4G,WK-1G-4G,SUFFIX,-1G4G
153339,5,3207,0,-1,     RECORD               WK-1G-4H                                 VER     1 D  SUFFIX -1G4H,WK-1G-4H,SUFFIX,-1G4H
153383,5,3208,0,-1,     RECORD               WK-1G-4I                                 VER     1 D  SUFFIX -1G4I,WK-1G-4I,SUFFIX,-1G4I
153427,5,3209,0,-1,     RECORD               WK-1G-4J                                 VER     1 D  SUFFIX -1G4J,WK-1G-4J,SUFFIX,-1G4J
153471,5,3210,0,-1,     RECORD               WK-1G-4K                                 VER     1 D  SUFFIX -1G4K,WK-1G-4K,SUFFIX,-1G4K
153515,5,3211,0,-1,     RECORD               WK-1G-4L                                 VER     1 D  SUFFIX -1G4L,WK-1G-4L,SUFFIX,-1G4L
153559,5,3212,0,-1,     RECORD               WK-1G-4M                                 VER     1 D  SUFFIX -1G4M,WK-1G-4M,SUFFIX,-1G4M
153603,5,3213,0,-1,     RECORD               WK-1G-4N                                 VER     1 D  SUFFIX -1G4N,WK-1G-4N,SUFFIX,-1G4N
153640,5,3214,0,-1,     RECORD               WK-1H-RCRD                               VER     1 D  SUFFIX -1H,WK-1H-RCRD,SUFFIX,-1H
153663,5,3215,0,-1,     RECORD               WK-1H-SAVE-RCRD                          VER     1 D  SUFFIX -1H-SV,WK-1H-SAVE-RCRD,SUFFIX,-1H-SV
153696,5,3216,0,-1,     RECORD               WK-1H-02                                 VER     1 D  SUFFIX -1H02,WK-1H-02,SUFFIX,-1H02
153729,5,3217,0,-1,     RECORD               WK-1H-03                                 VER     1 D  SUFFIX -1H03,WK-1H-03,SUFFIX,-1H03
153764,5,3218,0,-1,     RECORD               WK-1I-02                                 VER     1 D  SUFFIX -1I02,WK-1I-02,SUFFIX,-1I02
153791,5,3219,0,-1,     RECORD               WK-1I-12                                 VER     1 D  SUFFIX -1I12,WK-1I-12,SUFFIX,-1I12
153814,5,3220,0,-1,     RECORD               WK-1K-02                                 VER     1 D  SUFFIX -1K02,WK-1K-02,SUFFIX,-1K02
153846,5,3221,0,-1,     RECORD               WK-1L-02                                 VER     1 D  SUFFIX -1L02,WK-1L-02,SUFFIX,-1L02
153880,5,3222,0,-1,     RECORD               WK-1L-12                                 VER     1 D  SUFFIX -1L12,WK-1L-12,SUFFIX,-1L12
153899,5,3223,0,-1,     RECORD               WK-1M-ACCLTN-RCRD                        VER     1 D  SUFFIX -1M-ACCLTN,WK-1M-ACCLTN-RCRD,SUFFIX,-1M-ACCLTN
153930,5,3224,0,-1,     RECORD               WK-1M-ACCLTN-SAVE-RCRD                   VER     1 D  SUFFIX -ACCLTN-SV,WK-1M-ACCLTN-SAVE-RCRD,SUFFIX,-ACCLTN-SV
153973,5,3225,0,-1,     RECORD               WK-1M-A5                                 VER     1 D  SUFFIX -1MA5,WK-1M-A5,SUFFIX,-1MA5
154028,5,3226,0,-1,     RECORD               WK-1M-B5                                 VER     1 D  SUFFIX -1MB5,WK-1M-B5,SUFFIX,-1MB5
154075,5,3227,0,-1,     RECORD               WK-1M-C5                                 VER     1 D  SUFFIX -1MC5,WK-1M-C5,SUFFIX,-1MC5
154122,5,3228,0,-1,     RECORD               WK-1M-D5                                 VER     1 D  SUFFIX -1MD5,WK-1M-D5,SUFFIX,-1MD5
154169,5,3229,0,-1,     RECORD               WK-1M-E5                                 VER     1 D  SUFFIX -1ME5,WK-1M-E5,SUFFIX,-1ME5
154216,5,3230,0,-1,     RECORD               WK-1M-F5                                 VER     1 D  SUFFIX -1MF5,WK-1M-F5,SUFFIX,-1MF5
154262,5,3231,0,-1,     RECORD               WK-1M-G5                                 VER     1 D  SUFFIX -1MG5,WK-1M-G5,SUFFIX,-1MG5
154308,5,3232,0,-1,     RECORD               WK-1M-H5                                 VER     1 D  SUFFIX -1MH5,WK-1M-H5,SUFFIX,-1MH5
154354,5,3233,0,-1,     RECORD               WK-1M-I5                                 VER     1 D  SUFFIX -1MI5,WK-1M-I5,SUFFIX,-1MI5
154400,5,3234,0,-1,     RECORD               WK-1M-J5                                 VER     1 D  SUFFIX -1MJ5,WK-1M-J5,SUFFIX,-1MJ5
154446,5,3235,0,-1,     RECORD               WK-1M-K5                                 VER     1 D  SUFFIX -1MK5,WK-1M-K5,SUFFIX,-1MK5
154492,5,3236,0,-1,     RECORD               WK-1M-L5                                 VER     1 D  SUFFIX -1ML5,WK-1M-L5,SUFFIX,-1ML5
154538,5,3237,0,-1,     RECORD               WK-1M-M5                                 VER     1 D  SUFFIX -1MM5,WK-1M-M5,SUFFIX,-1MM5
154584,5,3238,0,-1,     RECORD               WK-1M-N5                                 VER     1 D  SUFFIX -1MN5,WK-1M-N5,SUFFIX,-1MN5
154624,5,3239,0,-1,     RECORD               WK-1M-RCRD                               VER     1 D  SUFFIX -1M,WK-1M-RCRD,SUFFIX,-1M
154651,5,3240,0,-1,     RECORD               WK-1M-SAVE-RCRD                          VER     1 D  SUFFIX -1M-SV,WK-1M-SAVE-RCRD,SUFFIX,-1M-SV
154696,5,3241,0,-1,     RECORD               WK-1M-WORK-RCRD                          VER     1 D  PREFIX W1M-,WK-1M-WORK-RCRD,PREFIX,W1M-
154732,5,3242,0,-1,     RECORD               WK-1M-02                                 VER     1 D  SUFFIX -1M02,WK-1M-02,SUFFIX,-1M02
154782,5,3243,0,-1,     RECORD               WK-1M-13                                 VER     1 D  SUFFIX -1M13,WK-1M-13,SUFFIX,-1M13
154819,5,3244,0,-1,     RECORD               WK-1M-14                                 VER     1 D,WK-1M-14,,
154865,5,3245,0,-1,     RECORD               WK-1M-23                                 VER     1 D  SUFFIX -1M23,WK-1M-23,SUFFIX,-1M23
154896,5,3246,0,-1,     RECORD               WK-1M-24                                 VER     1 D,WK-1M-24,,
154944,5,3247,0,-1,     RECORD               WK-1M-33                                 VER     1 D  SUFFIX -1M33,WK-1M-33,SUFFIX,-1M33
154982,5,3248,0,-1,     RECORD               WK-1Q-02                                 VER     1 D  SUFFIX -1Q02,WK-1Q-02,SUFFIX,-1Q02
155005,5,3249,0,-1,     RECORD               WK-1S-A5                                 VER     1 D  SUFFIX -1SA5,WK-1S-A5,SUFFIX,-1SA5
155038,5,3250,0,-1,     RECORD               WK-1S-B5                                 VER     1 D  SUFFIX -1SB5,WK-1S-B5,SUFFIX,-1SB5
155065,5,3251,0,-1,     RECORD               WK-1S-RCRD                               VER     1 D  SUFFIX -1S,WK-1S-RCRD,SUFFIX,-1S
155123,5,3252,0,-1,     RECORD               WK-1S-SAVE-RCRD                          VER     1 D  SUFFIX -1S-SV,WK-1S-SAVE-RCRD,SUFFIX,-1S-SV
155188,5,3253,0,-1,     RECORD               WK-1S-02                                 VER     1 D  SUFFIX -1S02,WK-1S-02,SUFFIX,-1S02
155243,5,3254,0,-1,     RECORD               WK-1S-13                                 VER     1 D  SUFFIX -1S13,WK-1S-13,SUFFIX,-1S13
155271,5,3255,0,-1,     RECORD               WK-1S-23                                 VER     1 D  SUFFIX -1S23,WK-1S-23,SUFFIX,-1S23
155297,5,3256,0,-1,     RECORD               WK-1S-33                                 VER     1 D  SUFFIX -1S33,WK-1S-33,SUFFIX,-1S33
155319,5,3257,0,-1,     RECORD               WK-1S4A0-RCRD                            VER     1 D  SUFFIX -1S4A0,WK-1S4A0-RCRD,SUFFIX,-1S4A0
155328,5,3258,0,-1,     RECORD               WK-1T-12                                 VER     1 D  SUFFIX -1T12,WK-1T-12,SUFFIX,-1T12
155376,5,3259,0,-1,     RECORD               WK-1T-13                                 VER     1 D,WK-1T-13,,
155416,5,3260,0,-1,     RECORD               WK-1T-22                                 VER     1 D,WK-1T-22,,
155452,5,3261,0,-1,     RECORD               WK-1T-23                                 VER     1 D,WK-1T-23,,
155485,5,3262,0,-1,     RECORD               WK-1T-33                                 VER     1 D,WK-1T-33,,
155515,5,3263,0,-1,     RECORD               WK-1W-02                                 VER     1 D,WK-1W-02,,
155547,5,3264,0,-1,     RECORD               WK-1X-02                                 VER     1 D  SUFFIX -1X02,WK-1X-02,SUFFIX,-1X02
